GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
5724	1	28147166	28193936	48	12	486368	1.514	0.065017	PTAFR
22826	1	28200278	28233031	74	9	487147	1.6943	0.045103	DNAJC8
93974	1	28236091	28238105	7	3	487214	1.8972	0.028901	ATPIF1
83667	1	28259452	28282491	38	11	487208	2.8918	0.0019153	SESN2
54797	1	28329002	28335967	6	4	486503	0.11691	0.45347	MED18
65979	1	28369582	28500369	338	10	486604	3.1423	0.00083823	PHACTR4
1104	1	28505943	28539196	56	9	486686	3.471	0.00025931	RCC1
54952	1	28553017	28578545	40	8	486423	2.8167	0.0024262	TRNAU1AP
115273	1	28592200	28594586	5	3	487095	-2.4741	0.99332	RAB42
6883	1	28603096	28643109	46	10	485629	2.1914	0.014211	TAF12
10691	1	28668722	28715603	55	6	486927	0.40606	0.34235	GMEB1
105376911	1	28677907	28681528	5	2	487511	1.0532	0.14613	LOC105376911
51441	1	28736621	28769775	43	7	486337	0.64371	0.25988	YTHDF2
4985	1	28812142	28863696	149	18	487002	-0.18416	0.57306	OPRD1
2035	1	28887091	29120046	383	25	486167	1.5671	0.058547	EPB41
399474	1	29119425	29129134	22	5	486778	1.1158	0.13225	TMEM200B
6429	1	29147738	29182125	60	14	486698	0.857	0.19572	SRSF4
51102	1	29167696	29230958	128	18	486823	0.56945	0.28453	MECR
10076	1	29236516	29326813	202	30	486910	-0.23964	0.59469	PTPRU
4146	1	30711277	30723585	30	5	486529	1.7923	0.03654	MATN1
7805	1	30732468	30757836	62	20	486763	3.1682	0.0007669	LAPTM5
9672	1	30869466	30909735	77	25	485701	0.17371	0.43105	SDC3
9698	1	30931506	31065717	213	20	487010	0.92904	0.17644	PUM1
79570	1	31179745	31239887	203	16	486648	1.8527	0.031966	NKAIN1
9410	1	31259568	31296797	84	7	487181	1.0678	0.1428	SNRNP40
51538	1	31296982	31365722	142	10	487322	1.3347	0.090995	ZCCHC17
2170	1	31360418	31373283	27	7	486365	1.1595	0.12314	FABP3
347735	1	31409565	31434680	60	7	487305	1.7124	0.043408	SERINC2
64129	1	31576384	31587686	13	7	486901	0.75967	0.22373	TINAGL1
3061	1	31617689	31632519	28	4	487369	0.76261	0.22285	HCRTR1
553115	1	31629862	31645237	19	3	487402	0.86598	0.19325	PEF1
1307	1	31652247	31704167	90	18	486868	0.92448	0.17762	COL16A1
576	1	31727105	31764063	37	9	486746	1.3866	0.082779	ADGRB2
90853	1	31790422	31816051	41	11	487304	0.98563	0.16216	SPOCD1
8073	1	31906421	31938387	32	8	487245	-0.14752	0.55864	PTP4A2
10657	1	32013694	32060859	23	13	486640	0.69844	0.24245	KHDRBS1
55116	1	32072031	32102866	31	4	486863	0.54275	0.29365	TMEM39B
23633	1	32108043	32176568	69	9	486348	0.75281	0.22578	KPNA6
200081	1	32179695	32198285	24	6	485483	1.1077	0.134	TXLNA
79140	1	32200386	32205390	3	2	486692	0.87157	0.19172	CCDC28B
56063	1	32204806	32222353	27	7	486417	0.73915	0.22991	TMEM234
55721	1	32205635	32208687	2	1	487511	0.1867	0.42595	IQCC
149069	1	32209094	32216196	12	6	485633	0.73389	0.23151	DCDC2B
8668	1	32221867	32231604	12	2	487180	0.26633	0.39499	EIF3I
84734	1	32247217	32248860	1	1	487511	-0.42752	0.6655	FAM167B
3932	1	32251239	32286170	30	14	486127	-1.0387	0.85054	LCK
3065	1	32292107	32333628	21	13	485842	-0.81912	0.79364	HDAC1
81629	1	32362261	32364325	1	1	486567	0.35045	0.363	TSSK3
55108	1	32364633	32394461	18	11	486524	1.2168	0.11185	BSDC1
728116	1	32465057	32487859	21	8	486509	0.87214	0.19157	ZBTB8B
653121	1	32539145	32605950	148	10	487010	0.025653	0.48977	ZBTB8A
339487	1	32620820	32651013	71	7	486497	0.89029	0.18665	ZBTB8OS
5928	1	32651148	32686211	63	4	486966	1.0746	0.14127	RBBP4
81493	1	32679906	32702760	44	4	487155	0.934	0.17515	SYNC
57648	1	32741911	32774970	43	12	486952	-0.53829	0.70481	KIAA1522
8565	1	32775239	32818032	62	9	486394	-1.1223	0.86914	YARS
64766	1	32816767	32858879	52	9	486719	-0.88148	0.81097	S100PBP
252995	1	32862268	32872492	11	4	486560	-0.73035	0.76741	FNDC5
3208	1	32886087	32894646	9	4	485949	-0.97629	0.83554	HPCA
113452	1	32894595	32901435	7	2	487295	0.10831	0.45687	TMEM54
127544	1	32932498	32965266	62	9	487026	1.4973	0.067159	RNF19B
204	1	33007940	33036911	46	8	486791	0.81757	0.2068	AK2
113451	1	33081110	33178892	142	13	486708	1.5846	0.056529	AZIN2
55223	1	33145399	33182070	68	6	486410	1.5763	0.057475	TRIM62
149076	1	33256307	33300720	63	10	486739	1.1155	0.13232	ZNF362
127550	1	33306766	33321098	38	9	485723	0.59885	0.27464	A3GALT2
1912	1	33323623	33430610	265	19	486832	0.50574	0.30652	PHC2
7579	1	33472631	33500693	54	6	479482	1.2891	0.098684	ZSCAN20
114784	1	33513999	34165842	1572	147	486652	-0.73777	0.76967	CSMD2
127540	1	33860475	33864791	10	5	486106	-0.2129	0.5843	HMGB4
84970	1	34166883	34219131	164	24	487123	2.2995	0.010738	C1orf94
2709	1	34755046	34758512	5	2	486945	1.876	0.030329	GJB5
127534	1	34759741	34763724	14	8	486782	0.8748	0.19084	GJB4
2707	1	34781189	34786366	11	4	486996	1.6679	0.047669	GJB3
2701	1	34792958	34795750	10	3	486338	2.5069	0.0060903	GJA4
113444	1	34850362	34859816	25	10	486505	0.54266	0.29368	SMIM12
58512	1	34862120	34929585	91	28	486334	0.46954	0.31934	DLGAP3
100506144	1	34981526	34985347	5	2	487322	0.46841	0.31975	ZMYM6NB
9204	1	34986165	35031968	65	5	485113	0.19472	0.42281	ZMYM6
79830	1	35059786	35115859	67	10	485627	0.34847	0.36374	ZMYM1
6421	1	35176380	35193158	21	2	486925	0.24816	0.40201	SFPQ
9202	1	35268714	35421944	164	15	485597	0.47955	0.31577	ZMYM4
79932	1	35433490	35557670	136	16	485379	0.1889	0.42508	KIAA0319L
23154	1	35557792	35566779	8	3	485966	-0.01051	0.50419	NCDN
339488	1	35573370	35595328	21	7	485985	-0.91751	0.82056	TFAP2E
5690	1	35599541	35641844	34	9	486223	-0.03615	0.51442	PSMB2
127703	1	35713875	35719189	6	3	487164	-1.116	0.86779	C1orf216
63967	1	35720691	35769997	44	7	486816	-0.85935	0.80493	CLSPN
192670	1	35807630	35857890	54	11	486668	-1.2721	0.89833	AGO4
26523	1	35869791	35924298	53	10	485987	-0.13658	0.55432	AGO1
192669	1	35923403	36056747	129	14	485469	-0.2344	0.59266	AGO3
27285	1	36084075	36088276	3	1	487196	-1.4096	0.92067	TEKT2
54936	1	36088852	36093932	4	2	486755	-1.42	0.92219	ADPRHL2
1296	1	36095236	36125770	53	9	479324	-1.138	0.87243	COL8A2
27095	1	36136569	36156053	27	5	485991	0.51064	0.3048	TRAPPC3
55700	1	36155965	36180849	29	7	486831	1.1465	0.12579	MAP7D1
9967	1	36224416	36305357	83	10	486529	-0.059767	0.52383	THRAP3
79729	1	36305726	36321962	14	4	487093	0.082942	0.46695	SH3D21
55194	1	36322030	36324154	2	1	487511	-0.4949	0.68967	EVA1B
83931	1	36339619	36385927	49	8	486965	-0.71911	0.76396	STK40
84967	1	36393420	36397959	23	3	486446	-0.60011	0.72578	LSM10
127700	1	36417906	36450485	120	6	487091	1.3057	0.095821	OSCP1
64960	1	36455761	36464439	32	6	486882	1.2263	0.11005	MRPS15
1441	1	36466043	36483314	35	10	486339	0.5809	0.28065	CSF3R
2899	1	36795527	37034548	453	54	486460	-0.50695	0.6939	GRIK3
80149	1	37473455	37484377	17	6	486706	0.14599	0.44196	ZC3H12A
64769	1	37489960	37514819	61	11	487443	0.044188	0.48238	MEAF6
79753	1	37534449	37554344	38	9	487362	-0.024923	0.50994	SNIP1
7802	1	37556919	37566857	28	8	487120	0.16136	0.4359	DNALI1
29889	1	37566812	37595985	61	11	487081	-0.019659	0.50784	GNL2
284654	1	37611350	37634923	53	11	487225	0.057657	0.47701	RSPO1
54955	1	37681570	37692336	31	5	487039	-0.64615	0.74091	C1orf109
55143	1	37692401	37709719	45	9	487281	-1.3398	0.90984	CDCA8
284656	1	37713886	37765152	169	20	487020	0.077182	0.46924	EPHA10
149175	1	37793820	37801606	9	4	484065	-0.014086	0.50562	MANEAL
79693	1	37802942	37808193	10	3	486906	1.5063	0.065997	YRDC
4520	1	37809567	37859624	65	13	487057	0.4371	0.33102	MTF1
3633	1	37860697	37947084	149	20	486349	1.1695	0.1211	INPP5B
10946	1	37956975	37990490	78	9	486423	0.31517	0.37632	SF3A3
2275	1	37996770	38005515	12	7	487023	0.21345	0.41549	FHL3
51118	1	38012712	38024825	20	8	486516	-0.77448	0.78068	UTP11L
5453	1	38043851	38046778	2	1	486283	-0.53603	0.70403	POU3F1
64121	1	38838197	38859823	49	12	485333	1.278	0.10062	RRAGC
26292	1	38862490	38873378	17	6	485431	1.3223	0.093034	MYCBP
81025	1	38874067	38881626	24	5	486376	0.95608	0.16952	GJA9
54933	1	38885806	38941830	159	25	486291	0.47652	0.31685	RHBDL2
79647	1	38991244	39006065	41	7	486351	2.5064	0.0060982	AKIRIN1
4725	1	39026295	39034636	28	5	485519	0.62092	0.26733	NDUFS5
23499	1	39081417	39487138	678	31	486774	-0.80855	0.79061	MACF1
643314	1	39409504	39416482	8	4	485061	-0.28609	0.61259	KIAA0754
105378950	1	39488834	39491993	10	3	485645	0.041017	0.48364	LOC105378950
353500	1	39491634	39529869	65	12	486508	-0.33393	0.63078	BMP8A
8761	1	39560813	39576849	29	8	486855	0.82342	0.20513	PABPC4
26508	1	39623431	39639676	38	15	487237	-0.49955	0.6913	HEYL
84618	1	39659121	39672038	14	5	487511	-0.4395	0.66985	NT5C1A
51440	1	39678648	39691710	56	11	487447	-0.10418	0.54149	HPCAL4
10450	1	39738845	39763914	55	11	487180	1.0531	0.14614	PPIE
656	1	39757182	39788861	99	16	485632	0.2516	0.40068	BMP8B
64064	1	39769525	39771348	2	1	478465	-0.66728	0.7477	OXCT2
105378951	1	39784636	39808042	105	8	486187	-1.3158	0.90588	LOC105378951
101929536	1	39788982	39790171	8	3	486250	0.79969	0.21194	LOC101929536
54802	1	39841031	39883511	98	12	486864	1.4896	0.068168	TRIT1
4610	1	39895424	39902015	9	4	486902	1.5828	0.056734	MYCL
84879	1	39955112	39969968	16	9	486457	1.4184	0.078031	MFSD2A
10487	1	40040240	40072649	95	7	486962	1.8002	0.035914	CAP1
5538	1	40072710	40097470	78	10	487387	0.83338	0.20231	PPT1
6018	1	40161369	40240921	83	15	486646	-0.28669	0.61283	RLF
127391	1	40247901	40251693	3	1	484338	-0.31495	0.6236	TMCO2
10269	1	40258050	40294184	37	10	486993	-1.1115	0.86683	ZMPSTE24
1298	1	40300487	40317690	55	11	479531	0.47836	0.3162	COL9A2
64744	1	40344844	40423326	162	29	486854	-0.7265	0.76623	SMAP2
65243	1	40450086	40463718	48	15	487029	0.35569	0.36104	ZFP69B
339559	1	40477220	40496343	33	9	487051	1.7976	0.036118	ZFP69
64789	1	40508719	40517725	24	6	486734	1.2049	0.11411	EXO5
127396	1	40531155	40548169	50	8	486868	1.8308	0.033565	ZNF684
9783	1	40620680	40692084	160	22	486997	2.6865	0.0036104	RIMS3
4802	1	40691570	40771603	183	18	486884	2.7056	0.0034087	NFYC
9132	1	40784012	40840452	154	34	486624	0.89014	0.18669	KCNQ4
163732	1	40861056	40862346	5	2	484081	0.88376	0.18841	CITED4
1503	1	40979299	41012565	84	19	486756	0.63744	0.26192	CTPS1
200172	1	41015597	41023444	24	8	487220	-1.373	0.91513	SLFNL1
22955	1	41027199	41242159	476	26	486572	-1.1411	0.87308	SCMH1
100132074	1	41361931	41383591	57	12	486296	-0.26119	0.60303	FOXO6
101929901	1	41375004	41380923	15	5	487347	-0.62148	0.73286	LOC101929901
1907	1	41478775	41484683	18	5	486678	-0.7939	0.78637	EDN2
59269	1	41506365	42035931	1184	63	486420	1.5946	0.055404	HIVEP3
2981	1	42153421	42155824	7	3	487430	-0.99282	0.8396	GUCA2B
2980	1	42162691	42164724	5	3	486604	-0.0049159	0.50196	GUCA2A
22887	1	42176539	42335877	239	18	486990	-0.68241	0.75251	FOXJ3
284716	1	42380797	42424229	117	8	487100	4.2996	8.5564e-06	RIMKLA
84217	1	42430329	42456267	79	9	487237	2.8703	0.0020501	ZMYND12
79717	1	42456341	42473381	30	4	487360	2.3834	0.0085772	PPCS
728621	1	42463318	42654664	495	20	487004	2.3798	0.0086615	CCDC30
10465	1	42657770	42681654	36	9	487359	1.7323	0.041607	PPIH
4904	1	42682389	42702363	31	9	487212	1.8507	0.032106	YBX1
149461	1	42733093	42740254	16	5	487417	1.6589	0.048564	CLDN19
64175	1	42746335	42767084	40	10	487027	2.1017	0.017791	P3H1
79078	1	42767245	42775742	14	5	487295	1.0611	0.14432	C1orf50
100129924	1	42787990	42798230	12	5	487133	-0.12326	0.54905	LOC100129924
374969	1	42807052	42817388	20	6	486827	1.6781	0.046668	CCDC23
114625	1	42817105	42844989	38	10	487126	1.3174	0.093846	ERMAP
51058	1	42846573	42852477	3	1	487511	1.0625	0.14401	ZNF691
6513	1	42925375	42959176	107	15	486882	-1.2423	0.89295	SLC2A1
105378684	1	42979698	42985699	18	5	487018	-0.21087	0.5835	LOC105378684
440585	1	43142979	43156396	50	9	487341	0.84469	0.19914	FAM183A
10969	1	43164174	43172570	32	4	487209	0.20741	0.41784	EBNA1BP2
149465	1	43172330	43254358	259	24	487050	0.37355	0.35437	CFAP57
128218	1	43269951	43274002	9	5	486629	1.5113	0.065355	TMEM125
149466	1	43281865	43285840	6	3	487354	1.3136	0.094493	C1orf210
7075	1	43300895	43323110	25	4	486101	0.39658	0.34584	TIE1
4352	1	43337418	43354464	16	3	487263	0.63746	0.26191	MPL
991	1	43358955	43363203	5	3	487511	2.0786	0.018826	CDC20
64834	1	43363397	43368074	5	3	486301	-0.70345	0.75911	ELOVL1
112950	1	43383908	43389812	4	2	487511	1.6271	0.051858	MED8
23334	1	43384830	43454247	94	11	486755	0.79017	0.21472	SZT2
81888	1	43450607	43455882	11	4	486680	-0.14182	0.55639	HYI
5792	1	43522238	43623672	224	18	487227	2.3631	0.0090614	PTPRF
9682	1	43650126	43705518	71	12	487019	2.2217	0.013151	KDM4A
6487	1	43705824	43931165	417	22	487270	1.4783	0.069665	ST3GAL3
9048	1	43931897	43937241	11	4	486628	0.18634	0.42609	ARTN
9670	1	43946806	43968022	27	6	487413	-0.32407	0.62706	IPO13
1802	1	43969981	43973371	3	1	487511	-1.1559	0.87614	DPH2
533	1	43974648	43978300	7	3	487295	0.71798	0.23639	ATP6V0B
8704	1	43979202	43991171	16	4	487417	0.27249	0.39262	B4GALT2
149473	1	43991608	43996528	7	3	487214	0.57733	0.28186	CCDC24
6536	1	43996483	44031492	64	15	487070	-0.80473	0.78951	SLC6A9
128209	1	44043927	44135140	300	24	486721	0.85547	0.19615	KLF17
105378952	1	44137796	44141631	3	1	487511	2.0674	0.01935	LOC105378952
55929	1	44213432	44220679	9	4	487175	1.3235	0.092828	DMAP1
79033	1	44221070	44355279	178	19	487100	1.6815	0.046331	ERI3
55182	1	44404783	44651724	565	72	486678	0.78995	0.21478	RNF220
79639	1	44653247	44674608	48	8	486997	0.61892	0.26798	TMEM53
339541	1	44674694	44725591	75	25	486062	-0.43049	0.66658	C1orf228
11004	1	44739712	44767767	58	10	486565	-1.3829	0.91665	KIF2C
6202	1	44775574	44778740	4	2	486230	-0.5386	0.70492	RPS8
266675	1	44782045	44792828	8	3	486944	-0.82322	0.79481	BEST4
1263	1	44799952	44805995	9	3	486941	-1.4008	0.91936	PLK3
343521	1	44805908	44807442	5	3	484582	-0.82952	0.79659	TCTEX1D4
149478	1	44807457	44814199	11	3	487045	-0.98154	0.83684	BTBD19
8643	1	44819844	44842944	40	6	487246	-1.6434	0.94985	PTCH2
8891	1	44850522	44986722	291	12	486777	-1.1664	0.87828	EIF2B3
79654	1	45002546	45011355	18	4	486847	0.24613	0.40279	HECTD3
7389	1	45012133	45015669	5	2	487209	0.19404	0.42307	UROD
57643	1	45016399	45206578	286	21	486538	-0.20895	0.58276	ZSWIM5
4595	1	45329242	45340470	11	6	487236	-0.39895	0.65503	MUTYH
114034	1	45339670	45343978	4	2	487511	-1.8206	0.96566	TOE1
10420	1	45343883	45491342	187	15	486843	-0.73638	0.76925	TESK2
25974	1	45500184	45511067	14	4	486138	-1.1257	0.86986	MMACHC
5052	1	45511035	45522890	33	4	486825	-0.94997	0.82894	PRDX1
10327	1	45550783	45570051	36	6	486523	-0.85602	0.80401	AKR1A1
4678	1	45583988	45618906	42	6	487072	-0.69128	0.7553	NASP
149483	1	45620044	45624787	10	2	487303	-0.36927	0.64404	CCDC17
60313	1	45627304	45688110	104	7	487119	-1.4407	0.92516	GPBP1L1
51249	1	45688175	45694436	11	2	486594	-0.63022	0.73573	TMEM69
3652	1	45694324	45750813	98	6	486538	-0.5726	0.71654	IPP
23139	1	45786992	46036124	424	13	487086	0.17967	0.42871	MAST2
8503	1	46040140	46176495	194	16	487152	0.25423	0.39966	PIK3R3
10103	1	46175077	46196489	31	7	486984	0.48397	0.3142	TSPAN1
55624	1	46188681	46220305	45	9	487196	0.13493	0.44633	POMGNT1
541468	1	46203334	46221256	23	8	487069	-0.52857	0.70145	LURAP1
8438	1	46247695	46278473	29	9	487185	-1.0278	0.84799	RAD54L
10489	1	46278400	46303366	18	7	486772	-1.5057	0.93393	LRRC41
7388	1	46303613	46316777	20	7	486238	-0.84031	0.79963	UQCRH
387338	1	46340177	46365152	154	3	486690	-0.53032	0.70205	NSUN4
2166	1	46394267	46413848	29	8	487226	-1.3831	0.91668	FAAH
127343	1	46489837	46514226	50	14	486842	-1.1639	0.87777	DMBX1
148930	1	46545638	46551657	13	4	487395	0.10998	0.45621	KNCN
8569	1	46557407	46604294	90	13	486945	1.0325	0.15091	MKNK1
148932	1	46607715	46616891	18	3	487259	1.5292	0.063103	MOB3C
64756	1	46635039	46668427	91	7	479943	-0.022436	0.50895	ATPAF1
374973	1	46669346	46673594	4	1	487133	-1.1783	0.88067	TEX38
9813	1	46675159	46719064	68	6	486873	-0.57568	0.71759	EFCAB14
1580	1	46798995	46819349	67	12	485736	0.20518	0.41872	CYP4B1
1579	1	46929174	46941499	25	4	486825	0.13717	0.44545	CYP4A11
260293	1	46961364	47050751	170	18	485982	-2.2829	0.98878	CYP4X1
199974	1	47067448	47118320	118	5	485099	-1.2905	0.90156	CYP4Z1
284541	1	47137435	47149738	34	5	487187	0.14774	0.44128	CYP4A22
10158	1	47183589	47190099	11	6	486268	0.016388	0.49346	PDZK1IP1
6886	1	47216290	47232373	28	7	487423	0.29308	0.38473	TAL1
6491	1	47250139	47314781	131	9	487094	1.2719	0.10171	STIL
51727	1	47333797	47378839	88	10	486783	1.112	0.13307	CMPK1
2301	1	47416072	47418052	4	2	483224	0.045183	0.48198	FOXE3
2306	1	47436017	47440691	6	3	487354	-1.5754	0.94241	FOXD2
388630	1	47760528	47997371	541	34	486627	-1.0401	0.85086	TRABD2B
200010	1	48222270	48248644	39	9	487380	1.6388	0.050626	SLC5A9
54558	1	48260553	48472208	338	29	486372	1.4728	0.070397	SPATA6
84871	1	48532834	50023954	1912	58	486089	1.3137	0.094471	AGBL4
79656	1	48727523	48776969	72	14	487398	0.88153	0.18902	BEND5
1996	1	50048014	50203786	180	33	486036	-1.0195	0.84602	ELAVL4
63950	1	50417550	50423447	2	1	486471	-0.35169	0.63747	DMRTA2
11124	1	50441263	50960264	622	25	486859	2.5447	0.0054688	FAF1
1031	1	50968695	50974637	8	3	487204	2.4554	0.0070362	CDKN2C
284546	1	51102234	51148082	48	9	487061	2.3577	0.0091948	C1orf185
26994	1	51236273	51273447	32	6	486430	1.5669	0.058567	RNF11
22996	1	51287258	51345116	96	21	486427	2.1211	0.016958	TTC39A
2060	1	51354263	51519354	431	21	486783	2.003	0.022587	EPS15
114883	1	51616874	51789219	215	22	486557	-0.40978	0.65902	OSBPL9
4898	1	51789192	51878937	140	22	486917	-0.71902	0.76394	NRD1
5865	1	51907956	51990764	138	18	487030	-0.91458	0.81979	RAB3B
51060	1	52020131	52056171	50	7	485126	-0.91083	0.81881	TXNDC12
112970	1	52032105	52033800	2	1	487511	-0.72561	0.76596	KTI12
91408	1	52056185	52090716	57	11	474662	-0.97557	0.83536	BTF3L4
9372	1	52142094	52346686	198	18	486627	-0.5964	0.72455	ZFYVE9
200014	1	52350593	52366205	15	5	487045	-1.4254	0.92299	CC2D1B
4998	1	52372829	52404471	27	9	487147	0.040391	0.48389	ORC1
84950	1	52404547	52418320	9	5	486605	-0.044564	0.51777	PRPF38A
23318	1	52423275	52553463	169	17	487172	-1.2248	0.88968	ZCCHC11
105378722	1	52552934	52565732	32	6	486792	-2.0245	0.97854	LOC105378722
2882	1	52602371	52609051	15	5	487448	-0.71875	0.76385	GPX7
348378	1	52631439	52669120	78	18	487254	0.47527	0.3173	FAM159A
65260	1	52686342	52698366	19	4	487133	0.089725	0.46425	COA7
79699	1	52726459	52827342	258	16	486692	-0.58216	0.71977	ZYG11B
440590	1	52842511	52894575	121	11	486313	-0.16291	0.56471	ZYG11A
55268	1	52895910	52927212	36	10	486434	-0.012133	0.50484	ECHDC2
6342	1	52927229	53051617	397	19	486927	0.3621	0.35864	SCP2
127435	1	53062052	53085502	101	12	487240	-1.0164	0.84529	PODN
6512	1	53087179	53142632	238	34	487129	-0.18236	0.57235	SLC1A7
1376	1	53196429	53214197	26	6	486468	-1.5325	0.9373	CPT2
54987	1	53214099	53220639	12	4	487133	-0.2121	0.58399	C1orf123
4116	1	53226892	53238610	23	6	486637	-0.72922	0.76707	MAGOH
7804	1	53242364	53328149	172	30	486942	-0.1765	0.57005	LRP8
63948	1	53459399	53467488	20	7	487211	1.1952	0.116	DMRTB1
148979	1	53506233	53734204	553	41	485891	1.1427	0.12659	GLIS1
105369175	1	53641740	53739323	261	16	487069	1.1286	0.12954	LOC105369175
55706	1	53765460	53838552	101	10	486833	1.0777	0.14059	NDC1
54432	1	53849790	53889820	100	10	487203	0.39864	0.34508	YIPF1
1733	1	53894188	53911086	53	8	487292	0.79397	0.21361	DIO1
51668	1	53921561	53946303	34	5	487378	0.012707	0.49493	HSPB11
115353	1	53946326	53968168	28	7	487099	-0.40137	0.65593	LRRC42
388633	1	54007298	54018186	23	4	487380	-3.1557	0.9992	LDLRAD1
9528	1	54031673	54053462	38	9	486240	1.4225	0.077434	TMEM59
127428	1	54053572	54112519	108	14	486908	-0.054331	0.52166	TCEANC2
200008	1	54138995	54153006	57	12	487239	-1.2471	0.89383	CDCP2
606495	1	54172336	54200073	60	15	483957	0.65482	0.25629	CYB5RL
51253	1	54200167	54226682	54	12	487315	0.79219	0.21413	MRPL37
23648	1	54225431	54413485	423	67	486891	-0.22606	0.58942	SSBP3
26027	1	54548134	54634744	311	27	487019	1.7658	0.038717	ACOT11
338094	1	54609177	54623527	44	14	486439	1.9601	0.024991	FAM151A
374977	1	54641740	54710267	198	33	487018	0.94929	0.17124	MROH7
7268	1	54715822	54742657	124	4	486968	-0.25004	0.59872	TTC4
25973	1	54755519	54764553	32	6	487464	1.3106	0.094988	PARS2
55001	1	54779712	54801717	60	12	487391	-1.6158	0.94694	TTC22
163747	1	54806063	54842264	118	9	483720	-3.3023	0.99952	C1orf177
1718	1	54849627	54887248	115	16	486913	-1.609	0.9462	DHCR24
199964	1	54980595	54992293	36	4	487237	-2.4049	0.99191	TMEM61
7809	1	54998944	55008792	18	5	487301	-0.73244	0.76805	BSND
255738	1	55039476	55064853	96	19	487146	0.76018	0.22357	PCSK9
23358	1	55066359	55215368	217	19	487023	-0.34376	0.63448	USP24
8613	1	56494747	56579584	219	34	487346	0.85997	0.1949	PPAP2B
5563	1	56645317	56715335	223	17	486736	0.61995	0.26764	PRKAA2
199920	1	56718804	56819696	298	48	487154	-0.47833	0.68379	C1orf168
731	1	56854770	56918221	180	26	486870	1.3867	0.082761	C8A
732	1	56929210	56966140	102	20	487321	-1.6532	0.95086	C8B
1600	1	56997906	58250539	3094	202	486626	0.18686	0.42589	DAB1
115209	1	58480719	58546799	211	16	486725	-1.0046	0.84247	OMA1
4070	1	58575423	58577494	10	3	487511	-1.1347	0.87176	TACSTD2
114803	1	58654739	58700092	145	11	486960	1.0682	0.14272	MYSM1
3725	1	58780791	58784113	2	1	487511	1.5561	0.059838	JUN
55277	1	59296405	59762730	970	71	486070	0.52938	0.29827	FGGY
51361	1	59814861	59876378	107	17	485658	0.21495	0.4149	HOOK1
1573	1	59893308	59926773	61	12	486139	0.40372	0.34321	CYP2J2
127795	1	59990394	60073770	151	28	486637	-0.97598	0.83546	C1orf87
4774	1	61077257	61462788	822	100	486806	0.68186	0.24766	NFIA
83941	1	61681046	61725423	102	13	486433	-0.14693	0.55841	TM2D1
10207	1	61742477	62163920	1206	92	486848	-1.0408	0.85101	INADL
54596	1	62194802	62212328	92	15	486557	-0.64262	0.73976	L1TD1
163782	1	62236165	62319412	318	24	486854	0.63872	0.2615	KANK4
7398	1	62436304	62451804	23	2	487470	2.3835	0.0085753	USP1
85440	1	62454726	62688368	270	9	486687	2.3163	0.010272	DOCK7
27329	1	62597487	62606305	3	2	487007	1.6808	0.046398	ANGPTL3
84938	1	62784106	62865270	146	11	486930	-0.82441	0.79515	ATG4C
27022	1	63323059	63325126	2	1	487511	-1.2438	0.89322	FOXD3
29929	1	63367590	63438562	142	17	486907	-0.58336	0.72018	ALG6
23421	1	63440770	63529159	180	15	486155	-0.67799	0.75111	ITGB3BP
84455	1	63523301	63585365	132	12	487187	-0.78853	0.78481	EFCAB7
5236	1	63593276	63660245	178	31	487327	-1.6363	0.94911	PGM1
